%-(	-2.4000000000000004
%-)	2.4000000000000004
(-:	2.4000000000000004
(:	2.4000000000000004
(^ ^)	3.2
(^-^)	3.2
(^.^)	3.2
(^_^)	3.2
(barang) bekas	-3.2
(hujan) gerimis	0.8
(o:	2.4000000000000004
(o;	2.4000000000000004
(olahraga) bokser	-4.0
(tua) uzur	-2.4000000000000004
(warna) dadu	2.4000000000000004
")"":"	-4.0
)-:	-2.4000000000000004
):	-2.4000000000000004
*_*	-1.6
*___*	-2.400000000000001
--	-2.4000000000000004
"--"""	-3.2
01	-0.96
02	-0.16000000000000014
04	-0.4000000000000002
05	-1.3600000000000003
08	-1.04
09	0.0
0:)	2.4000000000000004
10.000	-3.1200000000000006
10rb	-0.4000000000000002
11	0.8799999999999999
19	-1.0
2-4	-4.0
2016	-1.3600000000000003
2an	-0.48
2in	-2.9600000000000004
2minggu	-4.0
2nya	4.0
3g	4.0
400	-2.24
50rb	0.7999999999999998
55	-4.0
800	1.6800000000000002
":""("	-4.0
:#	-1.6
:'(	-2.4000000000000004
:')	2.4000000000000004
:(	-2.4000000000000004
:((	-3.2
:(((	-3.2
:((((	-4.0
:(((((	-4.0
:((((((	-4.0
:(((((((	-4.0
:)	1.8960000000000001
:))	3.2
:)))	3.2
:))))	4.0
:)))))	4.0
:))))))	4.0
:)))))))	4.0
:*	4.0
:-&	-1.6
:-(	-3.2
:-)	3.2
:-*	4.0
:-/	-2.400000000000001
:-@	-1.6
:-\	-2.400000000000001
:-d	1.6
:-o	1.6
:-p	-3.2
:-s	-1.6
:-|	-1.6
:-}	1.6
:/	-1.6
:3	2.400000000000001
:9	3.2
:[	-1.6
:\	-1.6
:]	2.400000000000001
:_(	-3.2
:b)	3.2
:c	-3.2
:d	2.6000000000000005
:e	-2.400000000000001
:f	-2.400000000000001
:o	-1.6
:o(	-2.400000000000001
:o)	2.400000000000001
:p	-3.2
:s	-2.400000000000001
:v	-3.2
:x	-2.400000000000001
:|	-1.6
;(	-3.2000000000000006
;)	3.2
;))	3.2
;);)	3.2
;c	-2.4000000000000004
;o)	2.4000000000000004
<3	4.0
<:}	2.4000000000000004
=(	-3.2
=)	3.2
==	-2.4000000000000004
=[	-3.2
=]	2.4000000000000004
@}->--	2.4000000000000004
Ahad	2.4000000000000004
Anda	-3.2
Sri paduka	3.2
Yang Dipertuan	3.2
^^	3.2
^^V	3.2
^^v	3.2
^_^	3.2
_sakkarepmulah_	4.0
aahh	-2.4000000000000004
aamiin	1.6
ab	2.4000000000000004
aba	1.6
aba-aba	-2.4000000000000004
abadi	1.6533333333333333
abah	1.7000000000000002
abai	-1.56
abaikan	-1.6
abal	-1.6800000000000002
abar-abar	-4.0
abc	2.0
abdi	-3.0
abdi negara	-2.4000000000000004
abg	-1.6
abi	1.6
abid	0.060000000000000275
abis	-0.040000000000000036
abnormal	-3.0
abnormalitas	-3.2
abolisi	-2.4000000000000004
abon	-3.2
aborsi	-2.4000000000000004
absah	1.04
absen	-2.266666666666667
abses	-3.1
absolut	2.0
absorpsi	1.6
abstrak	-0.3599999999999999
absurd	1.6600000000000001
abu	0.8
abu-abu	0.5333333333333332
abuh	-1.12
abuhan	0.0
abuk	-2.4000000000000004
abun-abun	-3.0
abur	-4.0
abus	-3.0
acak	-4.0
acak-acak	-2.3200000000000003
acak-acakan	-3.26
acap	0.96
acara	-0.4000000000000002
acau	-2.4800000000000004
aci	0.28
aco-acoan	-4.0
acoan	-2.62
action	1.8399999999999999
acu	-3.2
acuan	4.0
acuh	2.1
acuh tak acuh	-0.31999999999999995
ada	0.76
adab	2.3400000000000007
adain	3.3600000000000003
adakala	2.4000000000000004
adang	-2.4000000000000004
adaptasi	1.6
adat	0.0
adati	2.52
addict	-2.4000000000000004
adegan	-3.2
adek	0.0
adekuat	0.0
adem	4.0
adem ayem	4.0
adi	2.8
adi-	1.6
adib	2.52
adik	-2.3200000000000003
adika	3.62
adikara	0.0
adiktif	-3.2
adil	2.64
adiluhung	2.14
adimarga	-3.2
adiraja	2.0
adisi	-2.0
adiwangsa	0.52
adiwarna	-4.0
administrator	2.4000000000000004
adon	-3.2
adoptif	2.0
adu	-2.4000000000000004
aduh	-1.6
aduhai	2.4800000000000004
aduk	-2.7
adun	2.7199999999999998
adzan	2.4000000000000004
aerob	2.0
aerobik	2.0
afair	2.4000000000000004
afdal	2.9600000000000004
afdeling	2.52
afeksi	0.0
afiat	4.0
afiliasi	-1.6
afirmasi	2.4000000000000004
afirmatif	2.0
afrodisiak	2.52
aga	4.0
again	2.64
agak	1.8399999999999999
agak-agak	-2.0
agaknya	-0.8400000000000001
agam	2.0
agama	-2.4000000000000004
agan	-4.0
agar	-2.4000000000000004
agen	-2.4000000000000004
agen rahasia	-2.4000000000000004
agent	-2.0
agresi	-4.0
agresif	2.24
agul	-0.52
agung	0.0
agus	3.2
ah	-2.3200000000000003
ahli	-4.0
ahli agama	1.7799999999999998
ahli bahasa	-2.4000000000000004
ahli nujum	-3.5200000000000005
ahmak	-2.7
ahsan	3.5200000000000005
aib	-3.0400000000000005
aiku	-4.0
ail	2.76
ain	-4.0
air	-0.8
air liur	-1.6
air masin	-3.0
aja	0.8
ajaib	0.52
ajak	0.4
ajakan	-1.6
ajal	-0.8
ajang	-2.4000000000000004
ajar	0.8
ajaran	0.6800000000000002
ajek	2.4800000000000004
aji	1.4
ajib	4.0
ajig	-4.0
ajojing	2.4000000000000004
aju	-2.4000000000000004
ajudan	3.2
ajuk	-3.12
akademik	-2.52
akademis	-2.52
akal	0.3599999999999999
akal bulus	0.0
akal-akal	-1.8
akal-akalan	0.1200000000000001
akan	-0.5599999999999998
akar	0.2600000000000001
akas	0.9400000000000001
akbar	1.08
akhir	0.0
akhirnya	-0.48000000000000026
akhlak	2.64
akibat	-1.08
akidah	0.0
akik	-2.4000000000000004
akil	2.6799999999999997
akmal	2.0
akomodasi	2.4000000000000004
akor	2.0
akrab	3.2
akreditasi	-2.4000000000000004
aksa	-3.2
akseptabel	-0.9600000000000002
akseptasi	2.0
akses	1.6
aksesori	-2.0
aksi	2.8
aksioma	-2.4000000000000004
aktif	0.3599999999999999
aktivasi	2.8
aktivitas	4.0
aktual	-0.3999999999999999
aku	0.8
akuan	0.0
akumah	-2.4000000000000004
akun	-0.7999999999999998
akunya	-0.8
akur	2.0
akurasi	2.52
akurat	2.08
akut	-3.0
ala	-4.0
alah	0.3999999999999999
alahan	-2.4000000000000004
alai-belai	-2.4000000000000004
